Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Votes
Support Request,JRACLOUD-40351,753178,Entering another user id as reporter when creating an issue shows that user created it,,vbrimmer,Low,Closed,Support Request,08/Oct/2014 4:24 PM,15/Aug/2019 5:41 AM,0
Support Request,JRACLOUD-37791,770800,"""Communications Breakdown"" error message shown when pasting control characters into a new comment",,atlassiansupport1,Low,Closed,Support Request,04/Apr/2014 12:06 PM,15/Aug/2019 5:40 AM,0
Support Request,JRACLOUD-30163,729357,Issue Navigator - Tools drop down menu not shown properly in IE 8,,schramch,Low,Closed,Handled by Support,18/Oct/2012 6:24 AM,15/Aug/2019 5:40 AM,0
Support Request,JRACLOUD-36841,768341,Issues created with the Issue Service cannot be opened,,plante.frederick,Low,Closed,Resolved Locally,04/Feb/2014 2:56 PM,15/Aug/2019 5:40 AM,0
Support Request,JRACLOUD-43183,770893,'Security Level' field hidden even when set to 'shown' on field configurations,,amosharper,Low,Closed,Support Request,30/Apr/2015 10:27 AM,15/Aug/2019 5:40 AM,0
Support Request,JRACLOUD-39763,768382,NPE when initializing cache-api cache with replicateAsynchronously() setting,,sereda,Low,Closed,Answered,31/Aug/2014 9:05 PM,15/Aug/2019 5:40 AM,0
Support Request,JRACLOUD-39773,768385,releaseVersion vs. setReleased(),,wolfy2k,Low,Closed,Answered,01/Sep/2014 11:34 AM,15/Aug/2019 5:40 AM,0
Support Request,JRACLOUD-30302,726238,"""java.lang.NoClassDefFoundError: com/opensymphony/user/User"" appears in log file",,aboumediene,Low,Closed,Handled by Support,30/Oct/2012 8:44 AM,15/Aug/2019 5:40 AM,0
Support Request,JRACLOUD-36716,767856,worklog expand not working for REST search API,,nurquiza,Low,Closed,Answered,24/Jan/2014 5:39 PM,15/Aug/2019 5:40 AM,8
Support Request,JRACLOUD-34905,728526,AOD JIRA - How do we change column order for filter results,,djchan,Low,Closed,Support Request,18/Sep/2013 6:31 PM,15/Aug/2019 5:40 AM,0
Support Request,JRACLOUD-34989,767839,Changing an issue's status while using a filter displays empty page,,neil6,Low,Closed,Support Request,24/Sep/2013 5:15 PM,15/Aug/2019 5:39 AM,0
Support Request,JRACLOUD-34999,768321,send mail from JIRA,,ext.nmj_services.lucie.nguyen,Low,Closed,Support Request,25/Sep/2013 7:16 AM,15/Aug/2019 5:39 AM,0
Support Request,JRACLOUD-56087,771911,Migrating data from cloud JIRA 7.1.0 to standalone JIRA 7.0.4 then Agile features missing,,venumadhavr2044051484,Low,Closed,Support Request,14/Dec/2015 7:49 AM,15/Aug/2019 5:39 AM,1
Support Request,JRACLOUD-34831,771839,JIRA Full backup to XML - ZIP 4GB limitation.,,fd3c0ead-e422-4fdf-b0f3-3a8ec4fdd832,Low,Closed,Support Request,16/Sep/2013 12:04 PM,15/Aug/2019 5:39 AM,0
Support Request,JRACLOUD-36952,771760,Cannot attach files to issues/tickets,,achaux,Low,Closed,Support Request,11/Feb/2014 6:12 PM,15/Aug/2019 5:39 AM,0
Support Request,JRACLOUD-37283,771713,"Since JIRA 5.x, get a permissions violation when creating a project",,kmullen,Low,Closed,Support Request,28/Feb/2014 11:14 PM,15/Aug/2019 5:39 AM,0
Support Request,JRACLOUD-37169,771712,LDAP Groups doesn't synchronising properly,,egor.molostov,Low,Closed,Support Request,24/Feb/2014 6:22 PM,15/Aug/2019 5:39 AM,0
Support Request,JRACLOUD-36041,771699,Mail handler Special encoding filename attachment problem,,neumonitoring,Low,Closed,Support Request,03/Dec/2013 7:47 AM,15/Aug/2019 5:39 AM,0
Support Request,JRACLOUD-36844,771697,Unable to delete Application Link,,tj5,Low,Closed,Support Request,04/Feb/2014 5:29 PM,15/Aug/2019 5:39 AM,0
Support Request,JRACLOUD-35991,771657,Uploading Images In Chrome,,fridrik1,Low,Closed,Support Request,27/Nov/2013 11:49 AM,15/Aug/2019 5:39 AM,0
Support Request,JRACLOUD-37584,771582,Bitbucket Integration,,tylerscottslater,Low,Closed,Support Request,21/Mar/2014 5:18 AM,15/Aug/2019 5:39 AM,0
Support Request,JRACLOUD-38299,771573,New screenshot applet throws exception if no image is defined,,mathias1,Low,Closed,Support Request,13/May/2014 10:14 AM,15/Aug/2019 5:39 AM,1
Support Request,JRACLOUD-37929,771601,Table 'jira.pluginstate' doesn't exist,,iordannalbantov,Low,Closed,Support Request,16/Apr/2014 9:04 PM,15/Aug/2019 5:39 AM,0
Support Request,JRACLOUD-41173,771486,Issue setting a default description based on Custom Field (Select List),,brian.draper,Low,Closed,Answered,08/Dec/2014 10:51 AM,15/Aug/2019 5:39 AM,0
Support Request,JRACLOUD-37903,771552,Creating a new application link uses localhost instead of provided url,,justin.maiuto,Low,Closed,Support Request,15/Apr/2014 2:14 AM,15/Aug/2019 5:39 AM,0
Support Request,JRACLOUD-38124,771562,JIRA Startup Failed - Invalid object name 'jira.pluginstate',,jamx,Low,Closed,Support Request,02/May/2014 2:15 PM,15/Aug/2019 5:39 AM,0
Support Request,JRACLOUD-37779,771561,Error when uploading attachment from CIFS Share,,grl2007,Low,Closed,Support Request,03/Apr/2014 6:41 PM,15/Aug/2019 5:39 AM,0
Support Request,JRACLOUD-38063,771191,auto assignee problem,,gabrielley,Low,Closed,Support Request,28/Apr/2014 6:45 PM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-37053,770586,JIRA filter subscriptions - only notify with NEW issues,,jkatz,Low,Closed,Answered,17/Feb/2014 8:34 PM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-20516,770455,selecting User Is In Group Custom Field during Workflow Add Condition doesn't show User group fields,,pmanildi,Low,Closed,Obsolete,24/Feb/2010 8:04 PM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-36101,770543,attachment thumbnail not displayed after upgrading from 3.12.2 to 6.1.4,,hirota.takayuki,Low,Closed,Resolved Locally,06/Dec/2013 9:25 AM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-36240,768541,I can not view Dashboards on my installation,,mylesyamada,Low,Closed,Support Request,18/Dec/2013 7:46 AM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-37271,768539,Unable to load com.atlassian.auiplugin:aui-experimental-table-sortable,,a.geldt,Low,Closed,Answered,28/Feb/2014 3:40 PM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-37726,768531,Cannot use Attach a Screenshot functionality,,michael.kort,Low,Closed,Duplicate,31/Mar/2014 12:34 PM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-37698,768530,system fields greyed out in search screen,,gecon27,Low,Closed,Support Request,28/Mar/2014 1:01 AM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-36773,768330,CPU pegged processes stuck in HashMap in getCustomFieldValue(),,davidrr,Low,Closed,Support Request,30/Jan/2014 12:26 AM,15/Aug/2019 5:38 AM,1
Support Request,JRACLOUD-36162,768327,jira-sal-plugin-6.1.5_1386046614000.jar broken on unix x64,,tharneit,Low,Closed,Support Request,11/Dec/2013 9:53 AM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-32615,768326,Kick-ass search not so kick-ass,,petru.dumuta,Low,Closed,Handled by Support,16/Apr/2013 9:54 AM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-33021,768324,Mention is Not Working in JIRA,,randy.zhu,Low,Closed,Support Request,10/May/2013 5:06 PM,15/Aug/2019 5:38 AM,1
Support Request,JRACLOUD-37077,768212,Attach a Screenshot feature completely broken,,andy35,Low,Closed,Answered,18/Feb/2014 9:24 PM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-30086,767913,Preview and restricting viewability not possible when editing a comment,,seal,Low,Closed,Handled by Support,12/Oct/2012 9:56 AM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-59708,767903,Jira is not showing tickets or filters,,guillermo.gallardo1466821995,Low,Closed,Support Request,08/Feb/2016 1:25 PM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-37231,767350,Infinite comment notification loop when email delivery fails,,david.weiss1,Low,Closed,Support Request,27/Feb/2014 3:46 PM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-31748,767070,jira <--> bamboo link errors,,,Low,Closed,Handled by Support,18/Feb/2013 5:25 PM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-40019,762241,Need Help ? Icon for Custom Fields,,vlt771,Low,Closed,Answered,17/Sep/2014 5:11 PM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-37855,761390,"When setting certain fields to display on the issue-view screen, ""story points"" does not persist",,tim.arthur,Low,Closed,Support Request,09/Apr/2014 4:23 PM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-31669,761019,Cannot attach file X: No project could be found with id Y,,soeren.kornetzki.delti.com,Low,Closed,Handled by Support,13/Feb/2013 9:43 AM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-34990,762571,Jira 6.1 does not use JIRA_HOME environment variable,,computer guru,Low,Closed,Support Request,24/Sep/2013 8:28 PM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-37411,747581,Jira Upgrade,,btasar,Low,Closed,Support Request,10/Mar/2014 3:22 PM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-35687,740415,All rows of pkey in jiraissue table are NULL,,j.chung,Low,Closed,Support Request,06/Nov/2013 8:36 PM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-34259,726198,JIRA stopped sending mails.,,,Low,Closed,Support Request,12/Aug/2013 5:05 AM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-32769,762420,plugin manager missed an outdated plugin,,gregoryb,Low,Closed,Handled by Support,25/Apr/2013 9:37 AM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-37953,726256,"""Show more"" button sometimes disappears in the Activity Stream gadget",,kevin.lener,Low,Closed,Support Request,18/Apr/2014 1:43 PM,15/Aug/2019 5:38 AM,2
Support Request,JRACLOUD-59011,773374,User filter not avaliable for some users,,marc515875786,Low,Closed,Resolved Locally,15/Dec/2015 11:18 AM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-38459,772971,Disabled Add-ons re-enabling automatically,,isaac.retallick,Low,Closed,Support Request,23/May/2014 12:58 AM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-45179,771332,Cannot get deleted comment id from JIRA's IssueEvent with type ISSUE_COMMENT_DELETED_ID,,ligangty1,Low,Closed,Answered,02/Sep/2015 5:58 AM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-45234,771020,Unable to update base url,,mark318,Low,Closed,Support Request,07/Sep/2015 12:38 AM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-37420,770844,confluence page link - Request url doesn't match rpc url configured,,rstoll1,Low,Closed,Support Request,11/Mar/2014 3:10 AM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-38140,770812,Cannot Add Transition from Closed to Open,,mnieminen,Low,Closed,Support Request,05/May/2014 4:37 PM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-36992,770606,Communications Breakdown error when trying to Close/Reopen several issues,,pawel.miczko,Low,Closed,Support Request,13/Feb/2014 10:17 AM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-36523,770591,Status field's value missing in JIRA v6.1.5#6160-sha1:a61a0fc,,buildmonkey,Low,Closed,Support Request,15/Jan/2014 4:22 AM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-36808,770562,Jira is down for us: https://movingworlds.atlassian.net/browse/MWO,,mark63,Low,Closed,Support Request,01/Feb/2014 2:01 AM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-35120,770538,after adding active directory as a directory source we see all the AD users/groups ,,rich01,Low,Closed,Support Request,01/Oct/2013 9:27 PM,15/Aug/2019 5:38 AM,1
Support Request,JRACLOUD-35433,770657,Recently upgraded JIRA and attachments are not appearing in the issue.,,hvillagomez,Low,Closed,Support Request,21/Oct/2013 6:48 PM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-40991,768387,The following IE9 is not compatible with JIRA 6.3.6,,56814202,Low,Closed,Answered,24/Nov/2014 3:36 AM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-40875,753752,Workflow Error on updating a custom field,,v.khisaev,Low,Closed,Support Request,15/Nov/2014 10:40 AM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-34808,737960,XSRF Security Token Missing,,venkat.guruvelli,Low,Closed,Support Request,13/Sep/2013 1:24 PM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-37642,768140,Cant login after migrating onDemand to ubuntu,,zoltanrakottyai,Low,Closed,Support Request,25/Mar/2014 3:15 PM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-30696,762141,Cannot save to DB,,dkong2012,Low,Closed,Handled by Support,25/Nov/2012 3:04 PM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-32356,762056,Cannot modify workflows,,five,Low,Closed,Handled by Support,28/Mar/2013 6:31 AM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-42796,761636,In the Attach Print Screen page  Java applet component loads too late,,mustafa.guney,Low,Closed,Answered,08/Apr/2015 6:28 AM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-36914,762022,Impossible to edit user profile,,ciliafred,Low,Closed,Support Request,09/Feb/2014 12:13 AM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-38311,761428,guest user can create filter and boards,,klaus.schulz,Low,Closed,Handled by Support,13/May/2014 7:38 PM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-43272,757465,Cannot Delete screen,,info277,Low,Closed,Support Request,06/May/2015 12:01 PM,15/Aug/2019 5:38 AM,1
Support Request,JRACLOUD-42515,756389,GroupNotFoundException: ugly failure when attempt is made to add internal group to LDAP user,,minfrin,Low,Closed,Support Request,18/Mar/2015 11:33 PM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-34569,755264,"""Auto-update search results"" doesn't turn off",,jonathan.val,Low,Closed,Handled by Support,29/Aug/2013 12:57 PM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-35631,754936,Can't change original estimate later in workflow,,knowlesrd,Low,Closed,Support Request,04/Nov/2013 9:44 AM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-37375,755053,Can't preview and view attachments,,alex.sydney,Low,Closed,Support Request,06/Mar/2014 7:46 PM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-37368,755042,Error after rebooting JIRA when JIRA SERVICE DESK is installed,,thibauld.leprince,Low,Closed,Support Request,06/Mar/2014 1:21 PM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-40792,754753,missing gadget list in dashboard,,ddumbugie,Low,Closed,Handled by Support,12/Nov/2014 1:59 AM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-40346,753281,Software Development Workflow not seting resolution states correctly,,jstein1,Low,Closed,Support Request,08/Oct/2014 12:46 PM,15/Aug/2019 5:37 AM,0
Support Request,JRACLOUD-44092,751458,Login - The Jira is crashed when open the 1st time,,vo.thi.truong.an,Low,Closed,Handled by Support,01/Jul/2015 12:54 PM,15/Aug/2019 5:37 AM,0
Support Request,JRACLOUD-38411,750673,AD Synchronise fails,,jmedalen,Low,Closed,Support Request,20/May/2014 6:01 PM,15/Aug/2019 5:37 AM,0
Support Request,JRACLOUD-37897,750733,new user has no access to issues or projects,,pfm,Low,Closed,Resolved Locally,14/Apr/2014 3:23 PM,15/Aug/2019 5:37 AM,0
Support Request,JRACLOUD-34952,768314,Cannot log in as Administrator right after Setup Wizard,,vbauge,Low,Closed,Support Request,23/Sep/2013 3:08 PM,15/Aug/2019 5:37 AM,0
Support Request,JRACLOUD-36843,731808,500ErrorPage.jsp at login,,bschwarting,Low,Closed,Support Request,04/Feb/2014 5:08 PM,15/Aug/2019 5:37 AM,0
Support Request,JRACLOUD-38691,751237,JQL project != is very slow,,matt.doar,Low,Closed,Support Request,10/Jun/2014 8:24 PM,15/Aug/2019 5:37 AM,0
Support Request,JRACLOUD-42452,756177,Customize server homepage  ,,temimi.injez,Low,Closed,Support Request,13/Mar/2015 5:37 PM,15/Aug/2019 5:37 AM,0
Support Request,JRACLOUD-38082,770788,"Unable to make the custom fields ""Multi User Picker"" and ""User Picker"" required via the validator.",,robert.yang1,Low,Closed,Support Request,29/Apr/2014 4:50 PM,15/Aug/2019 5:37 AM,0
Support Request,JRACLOUD-40311,762265,"When restoring JIRA data from an XML backup, the attachments, avatars & logos are missing.",,robert.jacobs,Low,Closed,Support Request,07/Oct/2014 3:14 PM,15/Aug/2019 5:37 AM,0
Support Request,JRACLOUD-30255,761779,Long text string doesn't wrap,,abrittan,Low,Closed,Duplicate,25/Oct/2012 9:35 AM,15/Aug/2019 5:37 AM,0
Support Request,JRACLOUD-43356,756527,Allow Normal User to create Project,,mostafa.sharaf,Low,Closed,Answered,12/May/2015 3:16 PM,15/Aug/2019 5:37 AM,0
Support Request,JRACLOUD-38172,730071,LDAP Issue,,davidv2,Low,Closed,Support Request,06/May/2014 4:20 PM,15/Aug/2019 5:37 AM,0
Support Request,JRACLOUD-36967,747570,Current Assignee in security level makes this level visible for all users on creating issue screen,,falta,Low,Closed,Support Request,12/Feb/2014 8:38 AM,15/Aug/2019 5:37 AM,0
Support Request,JRACLOUD-38257,747666,Users faces Fatal Error when the client PC Daylight Saving in not enabled ,,timaabedi2,Low,Closed,Support Request,11/May/2014 3:59 AM,15/Aug/2019 5:37 AM,0
Support Request,JRACLOUD-38006,747509,JIRA Calendar plugin filter problem,,judith_wren,Low,Closed,Support Request,23/Apr/2014 3:12 PM,15/Aug/2019 5:37 AM,0
Support Request,JRACLOUD-36214,747478,Error attempting to add Pathfinder to OnDemand instance,,paul32,Low,Closed,Support Request,16/Dec/2013 9:06 PM,15/Aug/2019 5:37 AM,0
Support Request,JRACLOUD-36932,747365,"""JIRA is locked"" on Centos 6",,adumitrescu,Low,Closed,Resolved Locally,10/Feb/2014 7:46 PM,15/Aug/2019 5:37 AM,0
Support Request,JRACLOUD-37802,747370,Exception rendering ticket after deleting priority,,bcran,Low,Closed,Support Request,06/Apr/2014 3:36 AM,15/Aug/2019 5:37 AM,0
Support Request,JRACLOUD-40840,728350,Bug with JIRA Tool Tips,,swapnil.gandhi10,Low,Closed,Answered,13/Nov/2014 4:53 PM,15/Aug/2019 5:37 AM,0
Support Request,JRACLOUD-37694,747241,"issue collector not working on ie 11, chrome or firefox",,eunice.mora,Low,Closed,Support Request,27/Mar/2014 5:13 PM,15/Aug/2019 5:37 AM,0
Support Request,JRACLOUD-32562,762372,using urlencode(),,artashes.o,Low,Closed,Handled by Support,12/Apr/2013 11:18 AM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-36075,747903,Four digit year time format doesn't translate with logging work,,dmaye@atlassian.com,Low,Closed,Answered,04/Dec/2013 9:51 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-43185,752870,Remaining estimate not changing,,ti2,Low,Closed,Answered,30/Apr/2015 1:51 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-36074,740457,Cant search logged work entries,,tm1,Low,Closed,Support Request,04/Dec/2013 9:01 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-32603,746925,How to send events to wso2 BAM server,,cristina,Low,Closed,Handled by Support,15/Apr/2013 6:33 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-31107,746403,Search for issues function have defect,,yuan.xy,Low,Closed,Handled by Support,28/Dec/2012 6:36 AM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-36464,726578,"Activity stream intermittently shows zero ""JIRA"" Activity.  Other sources of data (Structure, Tempo, etc are not affected)",,chris.abboud,Low,Closed,Support Request,10/Jan/2014 7:03 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-38326,746342,NoSuchElementExeption on bulk edit of labels,,ohaleck,Low,Closed,Support Request,14/May/2014 10:51 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-32748,746197,Issues page not rendering in IE 7 & IE 9.,,jhall,Low,Closed,Handled by Support,23/Apr/2013 6:12 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-36020,740544,Custom field disappears from the navigator list,,tore.garder.larsen,Low,Closed,Support Request,29/Nov/2013 9:44 AM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-31117,745678,Error de Migración,,cespinoza,Low,Closed,Handled by Support,30/Dec/2012 10:35 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-45962,772897,Duplicate notifications,,mgorokhova,Low,Closed,Support Request,27/Oct/2015 8:55 AM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-36596,747996,Protect one project from another,,rakesh.seshan,Low,Closed,Support Request,17/Jan/2014 5:24 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-37792,745619,Internal Server Error,,kschweikert,Low,Closed,Support Request,04/Apr/2014 1:33 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-29643,745458,Error on Dashboard,,localhost,Low,Closed,Handled by Support,10/Sep/2012 9:40 AM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-37728,745323,mail queue does not flush automatically,,christoph.diefenthal,Low,Closed,Support Request,31/Mar/2014 2:15 PM,15/Aug/2019 5:36 AM,5
Support Request,JRACLOUD-37740,745319,Upgrade to 6.2.2 fails with no unique user mapping,,alexanderkerner24,Low,Closed,Support Request,01/Apr/2014 11:42 AM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-31761,745293,Cannot change Issue Security Scheme in JIRA v4.1#519,,bert.laverman@interaccess.nl,Low,Closed,Handled by Support,19/Feb/2013 8:36 AM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-38308,745267,User can't log in,,bmcgavo,Low,Closed,Resolved Locally,13/May/2014 5:21 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-38309,745221,Project deletion failure (NullPointerException),,arrebola,Low,Closed,Support Request,13/May/2014 5:45 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-60142,745164,"StringIndexOutOfBoundsException When Trying to Add a Group to a Role in a Project (small/big ""i"" character)",,john.tumbleson1737161732,Low,Closed,Support Request,10/Mar/2016 9:04 AM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-37640,745150,Jira upgrade to 6.2.1 causes all issues to be lost,,softconteam,Low,Closed,Support Request,25/Mar/2014 2:34 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-32722,745042,Is it possible to change or disable Date validator in jira?,,mdehghan,Low,Closed,Handled by Support,23/Apr/2013 6:10 AM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-37634,744824,"Absent from the list, some projects. ",,lalo.ovalle1,Low,Closed,Support Request,25/Mar/2014 3:06 AM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-37593,744619,transition property,,bwilliams1,Low,Closed,Support Request,21/Mar/2014 4:01 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-33523,744510,"Rest API: ""maxResults"" parameter used in URL has no effect",,roxana.dan,Low,Closed,Support Request,17/Jun/2013 10:25 AM,15/Aug/2019 5:36 AM,2
Support Request,JRACLOUD-37573,744522,Tried upgrading from 5.x to latest version and installed service desk,,kazaparu,Low,Closed,Resolved Locally,20/Mar/2014 6:18 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-36148,729125,Unexpected failure occurred while migrating bugs from Fogbugz,,f6b756d5-6eb8-406d-a6d5-34316c320586,Low,Closed,Support Request,10/Dec/2013 4:31 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-37511,744164,"Empty ""In-Reply-To"" field in e-mail",,apanasevich.d,Low,Closed,Support Request,17/Mar/2014 12:59 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-37491,744147,User has permission to Close/Resolve issues but the option does not appear on the screen,,kathi.paquet,Low,Closed,Support Request,14/Mar/2014 3:34 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-40937,746587,Getting error message when trying to view Kanban board,,knagarkar,Low,Closed,Support Request,18/Nov/2014 5:44 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-37469,744165,API call results in NullPointerException,ohernandez@atlassian.com,ivo3,Low,Closed,Support Request,13/Mar/2014 12:09 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-36226,743902,"""Comment"" buttons displayed twice while viewing the issue",,taylorkuntal,Low,Closed,Support Request,17/Dec/2013 1:46 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-36184,743843,Email signature graphics attaching to JIRA issues,,rburns,Low,Closed,Support Request,12/Dec/2013 9:25 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-36183,743842,Problem in submit button,,jayeshshyara26,Low,Closed,Support Request,12/Dec/2013 6:31 AM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-36190,743834,Cannot attach file xxx. Unknown server error (200),,ycliu,Low,Closed,Support Request,13/Dec/2013 9:46 AM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-36147,743793,JQL result on Userpicker(multi) change after migration 5.1.3 --> 6.1.3,,eric.depalle,Low,Closed,Resolved Locally,10/Dec/2013 4:24 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-37583,744579,Bug on the page...it's crash,,tylerscottslater,Low,Closed,Support Request,21/Mar/2014 5:16 AM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-37600,745241,ArchivedIssueViewPage java.lang.NullPointerException,,salumets.andrus,Low,Closed,Support Request,22/Mar/2014 12:10 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-35789,743510,configuration change removed User role from many of our users..,,it79,Low,Closed,Support Request,13/Nov/2013 8:31 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-37567,744480,jira-config.properties file doesn't affect anything,,seneralper,Low,Closed,Support Request,20/Mar/2014 8:27 AM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-35795,743474,Activity Stream gadget issue,,junjiemars,Low,Closed,Support Request,14/Nov/2013 2:55 AM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-32444,743427,Error Message on adding a transition to workflow,,elke perner,Low,Closed,Handled by Support,04/Apr/2013 2:29 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-35686,743357,Unable to upload a user or project avatar,,j.chung,Low,Closed,Support Request,06/Nov/2013 7:56 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-35068,743324,Customfield is not applicable for the current project and/or issue type,,wolfgang.seidler1,Low,Closed,Support Request,27/Sep/2013 6:10 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-47755,772509,If I migrate data from cloud JIRA 7.1.0 to standalone JIRA 7.0.4 then Agile feature missing,,atlassianadmins1583383207,Low,Closed,Support Request,11/Dec/2015 10:52 AM,15/Aug/2019 5:36 AM,2
Support Request,JRACLOUD-35633,743342,"Mention Mail-Template with different design (i.e. footer, colors)",,jruppel,Low,Closed,Support Request,04/Nov/2013 10:42 AM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-35989,743304,"Display error page by JIRA, when I clicked web link issue on activity stream.",,atlassian5,Low,Closed,Support Request,27/Nov/2013 8:12 AM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-35976,743222,license key does not work in your JIRA instance 3.1.3,,dcanete,Low,Closed,Support Request,26/Nov/2013 5:52 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-35973,743156,JIRA always perform full synchronisation to LDAP,,jirong.hu,Low,Closed,Support Request,26/Nov/2013 3:27 PM,15/Aug/2019 5:36 AM,0
